,categoria_produto,data_compra,produto_nome
5413,moveis,2022/07/18,Cômoda
5414,brinquedos,2022/07/18,Cubo mágico 8x8
5415,gadgets,2022/07/18,Headset
5416,utilidades domesticas,2022/07/18,Faqueiro
5417,livros,2022/07/18,Ciência de dados com python
5418,gadgets,2020/08/18,Assistente virtual
5419,livros,2020/08/18,Modelagem preditiva
5420,livros,2020/08/18,Modelagem preditiva
5421,utilidades domesticas,2020/08/18,Faqueiro
5422,utilidades domesticas,2020/08/18,Jogo de panelas
5423,brinquedos,2021/08/18,Boneca bebê
5424,eletrodomesticos,2021/08/18,Secadora de roupas
5425,brinquedos,2021/08/18,Cubo mágico 8x8
5426,esporte e lazer,2021/08/18,Bicicleta
5427,eletrodomesticos,2021/08/18,Geladeira
5428,utilidades domesticas,2021/08/18,Faqueiro
5429,eletrodomesticos,2021/08/18,Secadora de roupas
5430,instrumentos musicais,2022/08/18,Bateria
5431,instrumentos musicais,2022/08/18,Bateria
5432,utilidades domesticas,2022/08/18,Faqueiro
5433,brinquedos,2022/08/18,Carrinho controle remoto
5434,livros,2022/08/18,Dashboards com Power BI
5435,moveis,2022/08/18,Cama king
5436,gadgets,2022/08/18,TV Led UHD 4K
5437,brinquedos,2022/08/18,Carrinho controle remoto
5438,gadgets,2022/08/18,Fone de ouvido
5439,utilidades domesticas,2022/08/18,Jogo de panelas
5440,utilidades domesticas,2022/08/18,Jogo de panelas
5441,moveis,2022/08/18,Mesa de centro
5442,moveis,2022/08/18,Mesa de jantar
5443,moveis,2022/08/18,Kit banquetas
5444,gadgets,2020/09/18,Smartwatch
5445,gadgets,2020/09/18,Celular Plus X42
5446,esporte e lazer,2020/09/18,Mochila
5447,eletrodomesticos,2020/09/18,Fogão
5448,instrumentos musicais,2021/09/18,Violão
5449,gadgets,2021/09/18,Smartwatch
5450,gadgets,2021/09/18,Smartwatch
5451,gadgets,2021/09/18,Fone de ouvido
5452,utilidades domesticas,2021/09/18,Jogo de panelas
5453,gadgets,2021/09/18,Smart TV
5454,brinquedos,2021/09/18,Carrinho controle remoto
5455,brinquedos,2022/09/18,Xadrez de madeira
5456,gadgets,2022/09/18,Smartwatch
5457,brinquedos,2022/09/18,Carrinho controle remoto
5458,livros,2022/09/18,Ciência de dados com python
5459,instrumentos musicais,2022/09/18,Pandeiro
5460,esporte e lazer,2022/09/18,Mochila
5461,livros,2022/09/18,Modelagem preditiva
5462,eletrodomesticos,2022/09/18,Secadora de roupas
5463,brinquedos,2020/10/18,Blocos de montar
5464,instrumentos musicais,2020/10/18,Pandeiro
5465,brinquedos,2020/10/18,Xadrez de madeira
5466,brinquedos,2020/10/18,Xadrez de madeira
5467,utilidades domesticas,2020/10/18,Panela de pressão
5468,instrumentos musicais,2020/10/18,Violão
5469,moveis,2021/10/18,Cadeira de escritório
5470,brinquedos,2021/10/18,Cubo mágico 8x8
5471,gadgets,2021/10/18,TV Led UHD 4K
5472,brinquedos,2021/10/18,Blocos de montar
5473,instrumentos musicais,2021/10/18,Guitarra
5474,livros,2021/10/18,Dashboards com Power BI
5475,gadgets,2021/10/18,Smart TV
5476,brinquedos,2021/10/18,Boneca bebê
5477,moveis,2022/10/18,Mesa de centro
5478,gadgets,2022/10/18,TV Led UHD 4K
5479,moveis,2022/10/18,Sofá retrátil
5480,brinquedos,2022/10/18,Cubo mágico 8x8
5481,eletrodomesticos,2022/10/18,Fogão
5482,livros,2022/10/18,Ciência de dados com python
5483,esporte e lazer,2020/11/18,Bicicleta
5484,eletrodomesticos,2020/11/18,Lavadora de roupas
5485,moveis,2020/11/18,Poltrona
5486,utilidades domesticas,2020/11/18,Faqueiro
5487,gadgets,2020/11/18,Tablet ABXY
5488,esporte e lazer,2020/11/18,Copo térmico
5489,eletrodomesticos,2020/11/18,Lava louças
5490,esporte e lazer,2020/11/18,Copo térmico
5491,eletrodomesticos,2020/11/18,Lava louças
5492,eletrodomesticos,2020/11/18,Micro-ondas
5493,moveis,2020/11/18,Mesa de centro
5494,instrumentos musicais,2021/11/18,Violão
5495,livros,2021/11/18,Modelagem preditiva
5496,utilidades domesticas,2021/11/18,Faqueiro
5497,utilidades domesticas,2021/11/18,Panela de pressão
5498,brinquedos,2021/11/18,Xadrez de madeira
5499,livros,2021/11/18,Ciência de dados com python
5500,esporte e lazer,2021/11/18,Mochila
5501,gadgets,2021/11/18,Celular ABXY
5502,esporte e lazer,2022/11/18,Bicicleta
5503,gadgets,2022/11/18,Headset
5504,livros,2022/11/18,Modelagem preditiva
5505,gadgets,2022/11/18,Celular ABXY
5506,esporte e lazer,2022/11/18,Bicicleta
5507,moveis,2022/11/18,Cômoda
5508,eletrodomesticos,2022/11/18,Geladeira
5509,moveis,2022/11/18,Cômoda
5510,moveis,2022/11/18,Cadeira de escritório
5511,eletrodomesticos,2022/11/18,Lava louças
5512,brinquedos,2020/12/18,Jogo de tabuleiro
5513,instrumentos musicais,2020/12/18,Violão
5514,utilidades domesticas,2020/12/18,Panela de pressão
5515,eletrodomesticos,2020/12/18,Secadora de roupas
5516,brinquedos,2020/12/18,Blocos de montar
5517,esporte e lazer,2020/12/18,Copo térmico
5518,esporte e lazer,2020/12/18,Corda de pular
5519,moveis,2020/12/18,Cadeira de escritório
5520,eletrodomesticos,2020/12/18,Secadora de roupas
5521,gadgets,2020/12/18,Impressora
5522,brinquedos,2020/12/18,Jogo de tabuleiro
5523,utilidades domesticas,2021/12/18,Jogo de panelas
5524,gadgets,2021/12/18,Headset
5525,livros,2021/12/18,Iniciando em programação
5526,gadgets,2021/12/18,Assistente virtual
5527,moveis,2021/12/18,Cômoda
5528,moveis,2021/12/18,Cômoda
5529,moveis,2021/12/18,Guarda roupas
5530,eletrodomesticos,2021/12/18,Lavadora de roupas
5531,instrumentos musicais,2022/12/18,Bateria
5532,eletrodomesticos,2022/12/18,Lava louças
5533,brinquedos,2022/12/18,Blocos de montar
5534,gadgets,2022/12/18,Fone de ouvido
5535,instrumentos musicais,2022/12/18,Guitarra
5536,eletrodomesticos,2022/12/18,Geladeira
5537,moveis,2022/12/18,Mesa de centro
5538,brinquedos,2020/01/19,Jogo de tabuleiro
5539,esporte e lazer,2020/01/19,Corda de pular
5540,utilidades domesticas,2020/01/19,Jogo de copos
5541,livros,2021/01/19,Dashboards com Power BI
5542,moveis,2021/01/19,Cama king
5543,brinquedos,2021/01/19,Carrinho controle remoto
5544,gadgets,2022/01/19,Impressora
5545,moveis,2022/01/19,Cadeira de escritório
5546,esporte e lazer,2022/01/19,Corda de pular
5547,esporte e lazer,2022/01/19,Bola de vôlei
5548,instrumentos musicais,2023/01/19,Pandeiro
5549,gadgets,2023/01/19,TV Led UHD 4K
5550,gadgets,2023/01/19,Smart TV
5551,livros,2023/01/19,Modelagem preditiva
5552,eletrodomesticos,2020/02/19,Lava louças
5553,eletrodomesticos,2020/02/19,Fogão
5554,gadgets,2020/02/19,Smart TV
5555,esporte e lazer,2020/02/19,Bola de vôlei
5556,esporte e lazer,2020/02/19,Bicicleta
5557,eletrodomesticos,2020/02/19,Geladeira
5558,brinquedos,2020/02/19,Jogo de tabuleiro
5559,moveis,2020/02/19,Cama box
5560,moveis,2021/02/19,Poltrona
5561,eletrodomesticos,2021/02/19,Geladeira
5562,eletrodomesticos,2021/02/19,Micro-ondas
5563,brinquedos,2021/02/19,Xadrez de madeira
5564,gadgets,2021/02/19,Impressora
5565,brinquedos,2021/02/19,Jogo de tabuleiro
5566,gadgets,2021/02/19,Tablet ABXY
5567,utilidades domesticas,2021/02/19,Jogo de panelas
5568,instrumentos musicais,2022/02/19,Pandeiro
5569,gadgets,2022/02/19,Fone de ouvido
5570,gadgets,2022/02/19,Celular ABXY
5571,moveis,2022/02/19,Cadeira de escritório
5572,gadgets,2022/02/19,TV Led UHD 4K
5573,moveis,2022/02/19,Cama king
5574,esporte e lazer,2022/02/19,Bola de basquete
5575,instrumentos musicais,2022/02/19,Pandeiro
5576,gadgets,2022/02/19,Headset
5577,eletrodomesticos,2022/02/19,Geladeira
5578,moveis,2023/02/19,Cadeira de escritório
5579,moveis,2023/02/19,Cômoda
5580,esporte e lazer,2023/02/19,Corda de pular
5581,gadgets,2023/02/19,Celular Plus X42
5582,gadgets,2023/02/19,Assistente virtual
5583,livros,2023/02/19,Ciência de dados com python
5584,livros,2020/03/19,Iniciando em programação
5585,moveis,2020/03/19,Cama king
5586,gadgets,2020/03/19,Celular Plus X42
5587,eletrodomesticos,2020/03/19,Geladeira
5588,brinquedos,2020/03/19,Boneca bebê
5589,moveis,2020/03/19,Cadeira de escritório
5590,brinquedos,2020/03/19,Xadrez de madeira
5591,eletrodomesticos,2021/03/19,Secadora de roupas
5592,utilidades domesticas,2021/03/19,Panela de pressão
5593,brinquedos,2021/03/19,Boneca bebê
5594,utilidades domesticas,2021/03/19,Jogo de panelas
5595,gadgets,2021/03/19,Headset
5596,instrumentos musicais,2022/03/19,Guitarra
5597,livros,2022/03/19,Modelagem preditiva
5598,esporte e lazer,2022/03/19,Corda de pular
5599,moveis,2023/03/19,Kit banquetas
5600,esporte e lazer,2023/03/19,Bicicleta
5601,gadgets,2023/03/19,Smart TV
5602,brinquedos,2023/03/19,Blocos de montar
5603,livros,2023/03/19,Modelagem preditiva
5604,gadgets,2023/03/19,Celular ABXY
5605,eletrodomesticos,2023/03/19,Lavadora de roupas
5606,moveis,2020/04/19,Cama king
5607,moveis,2020/04/19,Cômoda
5608,esporte e lazer,2020/04/19,Mochila
5609,livros,2020/04/19,Ciência de dados com python
5610,esporte e lazer,2020/04/19,Bicicleta
5611,utilidades domesticas,2020/04/19,Jogo de panelas
5612,livros,2020/04/19,Iniciando em programação
5613,gadgets,2020/04/19,Tablet ABXY
5614,esporte e lazer,2020/04/19,Bicicleta
5615,esporte e lazer,2020/04/19,Bicicleta
5616,utilidades domesticas,2020/04/19,Jogo de copos
5617,gadgets,2020/04/19,Celular Plus X42
5618,utilidades domesticas,2021/04/19,Jogo de copos
5619,eletrodomesticos,2021/04/19,Micro-ondas
5620,eletrodomesticos,2021/04/19,Secadora de roupas
5621,eletrodomesticos,2021/04/19,Micro-ondas
5622,gadgets,2021/04/19,Celular Plus X42
5623,brinquedos,2021/04/19,Cubo mágico 8x8
5624,instrumentos musicais,2021/04/19,Violão
5625,moveis,2021/04/19,Mesa de jantar
5626,instrumentos musicais,2021/04/19,Pandeiro
5627,gadgets,2021/04/19,Assistente virtual
5628,eletrodomesticos,2021/04/19,Fogão
5629,utilidades domesticas,2022/04/19,Faqueiro
5630,esporte e lazer,2022/04/19,Bicicleta
5631,instrumentos musicais,2022/04/19,Guitarra
5632,moveis,2022/04/19,Cama box
5633,gadgets,2022/04/19,Smartwatch
5634,gadgets,2022/04/19,Fone de ouvido
5635,gadgets,2022/04/19,TV Led UHD 4K
5636,livros,2022/04/19,Dashboards com Power BI
5637,eletrodomesticos,2022/04/19,Geladeira
5638,eletrodomesticos,2020/05/19,Micro-ondas
5639,gadgets,2020/05/19,Impressora
5640,livros,2020/05/19,Modelagem preditiva
5641,utilidades domesticas,2020/05/19,Jogo de panelas
5642,livros,2020/05/19,Dashboards com Power BI
5643,esporte e lazer,2020/05/19,Bicicleta
5644,brinquedos,2020/05/19,Blocos de montar
5645,eletrodomesticos,2020/05/19,Fogão
5646,moveis,2020/05/19,Kit banquetas
5647,esporte e lazer,2021/05/19,Mochila
5648,instrumentos musicais,2021/05/19,Pandeiro
5649,moveis,2021/05/19,Sofá retrátil
5650,eletrodomesticos,2021/05/19,Micro-ondas
5651,esporte e lazer,2021/05/19,Corda de pular
5652,brinquedos,2021/05/19,Carrinho controle remoto
5653,livros,2021/05/19,Dashboards com Power BI
5654,moveis,2021/05/19,Mesa de centro
5655,moveis,2022/05/19,Mesa de jantar
5656,moveis,2022/05/19,Cama box
5657,livros,2022/05/19,Dashboards com Power BI
5658,brinquedos,2022/05/19,Dinossauro Rex
5659,moveis,2022/05/19,Cama box
5660,brinquedos,2022/05/19,Boneca bebê
5661,esporte e lazer,2022/05/19,Bicicleta
5662,gadgets,2022/05/19,Impressora
5663,esporte e lazer,2022/05/19,Bola de basquete
5664,eletrodomesticos,2022/05/19,Fogão
5665,gadgets,2020/06/19,TV Led UHD 4K
5666,esporte e lazer,2020/06/19,Corda de pular
5667,livros,2020/06/19,Iniciando em programação
5668,eletrodomesticos,2021/06/19,Fogão
5669,moveis,2021/06/19,Cômoda
5670,esporte e lazer,2021/06/19,Bola de basquete
5671,esporte e lazer,2021/06/19,Bicicleta
5672,moveis,2021/06/19,Mesa de centro
5673,moveis,2021/06/19,Mesa de jantar
5674,esporte e lazer,2021/06/19,Bola de basquete
5675,moveis,2021/06/19,Sofá retrátil
5676,gadgets,2021/06/19,Tablet ABXY
5677,instrumentos musicais,2021/06/19,Violão
5678,brinquedos,2021/06/19,Dinossauro Rex
5679,eletrodomesticos,2021/06/19,Lava louças
5680,gadgets,2022/06/19,TV Led UHD 4K
5681,brinquedos,2022/06/19,Jogo de tabuleiro
5682,brinquedos,2022/06/19,Carrinho controle remoto
5683,esporte e lazer,2022/06/19,Mochila
5684,moveis,2022/06/19,Cama king
5685,eletrodomesticos,2022/06/19,Secadora de roupas
5686,gadgets,2022/06/19,Headset
5687,livros,2020/07/19,Iniciando em programação
5688,moveis,2020/07/19,Kit banquetas
5689,brinquedos,2020/07/19,Blocos de montar
5690,instrumentos musicais,2020/07/19,Bateria
5691,eletrodomesticos,2020/07/19,Micro-ondas
5692,instrumentos musicais,2020/07/19,Pandeiro
5693,utilidades domesticas,2020/07/19,Faqueiro
5694,moveis,2021/07/19,Guarda roupas
5695,brinquedos,2021/07/19,Blocos de montar
5696,utilidades domesticas,2021/07/19,Jogo de panelas
5697,gadgets,2021/07/19,Fone de ouvido
5698,moveis,2021/07/19,Cama box
5699,gadgets,2021/07/19,Smartwatch
5700,gadgets,2022/07/19,Fone de ouvido
5701,eletrodomesticos,2022/07/19,Lavadora de roupas
5702,gadgets,2022/07/19,Celular ABXY
5703,gadgets,2022/07/19,Smartwatch
5704,moveis,2022/07/19,Kit banquetas
5705,gadgets,2022/07/19,Smartwatch
5706,esporte e lazer,2022/07/19,Copo térmico
5707,instrumentos musicais,2022/07/19,Bateria
5708,moveis,2022/07/19,Kit banquetas
5709,livros,2022/07/19,Ciência de dados com python
5710,eletrodomesticos,2022/07/19,Lava louças
5711,eletrodomesticos,2020/08/19,Fogão
5712,eletrodomesticos,2020/08/19,Secadora de roupas
5713,esporte e lazer,2020/08/19,Bola de basquete
5714,brinquedos,2020/08/19,Xadrez de madeira
5715,livros,2020/08/19,Modelagem preditiva
5716,esporte e lazer,2020/08/19,Corda de pular
5717,moveis,2021/08/19,Cama king
5718,gadgets,2021/08/19,Tablet ABXY
5719,brinquedos,2021/08/19,Blocos de montar
5720,instrumentos musicais,2021/08/19,Violão
5721,eletrodomesticos,2021/08/19,Fogão
5722,brinquedos,2021/08/19,Cubo mágico 8x8
5723,moveis,2022/08/19,Mesa de jantar
5724,esporte e lazer,2022/08/19,Corda de pular
5725,instrumentos musicais,2022/08/19,Bateria
5726,utilidades domesticas,2022/08/19,Jogo de panelas
5727,utilidades domesticas,2022/08/19,Faqueiro
5728,moveis,2022/08/19,Guarda roupas
5729,brinquedos,2020/09/19,Xadrez de madeira
5730,brinquedos,2020/09/19,Dinossauro Rex
5731,utilidades domesticas,2020/09/19,Jogo de copos
5732,gadgets,2021/09/19,Celular Plus X42
5733,gadgets,2021/09/19,TV Led UHD 4K
5734,moveis,2021/09/19,Mesa de centro
5735,moveis,2021/09/19,Cômoda
5736,esporte e lazer,2021/09/19,Mochila
5737,utilidades domesticas,2021/09/19,Panela de pressão
5738,moveis,2021/09/19,Cama king
5739,eletrodomesticos,2022/09/19,Lavadora de roupas
5740,utilidades domesticas,2022/09/19,Jogo de panelas
5741,moveis,2022/09/19,Cômoda
5742,gadgets,2022/09/19,Smartwatch
5743,gadgets,2022/09/19,Smartwatch
5744,moveis,2022/09/19,Cômoda
5745,moveis,2022/09/19,Guarda roupas
5746,utilidades domesticas,2020/10/19,Jogo de copos
5747,moveis,2020/10/19,Sofá retrátil
5748,gadgets,2020/10/19,Headset
5749,livros,2020/10/19,Dashboards com Power BI
5750,livros,2021/10/19,Ciência de dados com python
5751,eletrodomesticos,2021/10/19,Lava louças
5752,gadgets,2021/10/19,TV Led UHD 4K
5753,brinquedos,2022/10/19,Cubo mágico 8x8
5754,brinquedos,2022/10/19,Carrinho controle remoto
5755,livros,2022/10/19,Iniciando em programação
5756,moveis,2022/10/19,Cama king
5757,moveis,2022/10/19,Mesa de jantar
5758,instrumentos musicais,2022/10/19,Bateria
5759,gadgets,2022/10/19,Impressora
5760,instrumentos musicais,2020/11/19,Violão
5761,moveis,2020/11/19,Mesa de centro
5762,esporte e lazer,2020/11/19,Mochila
5763,gadgets,2020/11/19,Smart TV
5764,eletrodomesticos,2020/11/19,Secadora de roupas
5765,moveis,2020/11/19,Cama king
5766,brinquedos,2021/11/19,Carrinho controle remoto
5767,moveis,2021/11/19,Cômoda
5768,eletrodomesticos,2021/11/19,Geladeira
5769,brinquedos,2021/11/19,Cubo mágico 8x8
5770,eletrodomesticos,2021/11/19,Secadora de roupas
5771,gadgets,2021/11/19,Smart TV
5772,eletrodomesticos,2021/11/19,Geladeira
5773,brinquedos,2021/11/19,Jogo de tabuleiro
5774,brinquedos,2021/11/19,Blocos de montar
5775,brinquedos,2021/11/19,Blocos de montar
5776,brinquedos,2021/11/19,Boneca bebê
5777,livros,2021/11/19,Dashboards com Power BI
5778,utilidades domesticas,2022/11/19,Panela de pressão
5779,instrumentos musicais,2022/11/19,Pandeiro
5780,eletrodomesticos,2022/11/19,Fogão
5781,livros,2022/11/19,Iniciando em programação
5782,livros,2022/11/19,Ciência de dados com python
5783,eletrodomesticos,2022/11/19,Fogão
5784,eletrodomesticos,2022/11/19,Micro-ondas
5785,livros,2022/11/19,Iniciando em programação
5786,esporte e lazer,2022/11/19,Bicicleta
5787,brinquedos,2022/11/19,Carrinho controle remoto
5788,eletrodomesticos,2022/11/19,Secadora de roupas
5789,gadgets,2020/12/19,Smart TV
5790,eletrodomesticos,2020/12/19,Geladeira
5791,esporte e lazer,2020/12/19,Bicicleta
5792,brinquedos,2020/12/19,Carrinho controle remoto
5793,esporte e lazer,2020/12/19,Bicicleta
5794,brinquedos,2020/12/19,Carrinho controle remoto
5795,brinquedos,2020/12/19,Jogo de tabuleiro
5796,brinquedos,2021/12/19,Cubo mágico 8x8
5797,esporte e lazer,2021/12/19,Copo térmico
5798,gadgets,2021/12/19,Assistente virtual
5799,moveis,2021/12/19,Kit banquetas
5800,brinquedos,2021/12/19,Boneca bebê
5801,brinquedos,2021/12/19,Cubo mágico 8x8
5802,moveis,2021/12/19,Poltrona
5803,gadgets,2022/12/19,Smart TV
5804,esporte e lazer,2022/12/19,Bola de basquete
5805,esporte e lazer,2022/12/19,Mochila
5806,moveis,2022/12/19,Cadeira de escritório
5807,brinquedos,2022/12/19,Dinossauro Rex
5808,brinquedos,2022/12/19,Boneca bebê
5809,gadgets,2020/01/20,Fone de ouvido
5810,utilidades domesticas,2020/01/20,Faqueiro
5811,gadgets,2020/01/20,Celular Plus X42
5812,gadgets,2020/01/20,Celular ABXY
5813,instrumentos musicais,2020/01/20,Pandeiro
5814,livros,2020/01/20,Modelagem preditiva
5815,moveis,2021/01/20,Mesa de centro
5816,brinquedos,2021/01/20,Xadrez de madeira
5817,moveis,2021/01/20,Cama box
5818,instrumentos musicais,2021/01/20,Pandeiro
5819,moveis,2021/01/20,Cama king
5820,eletrodomesticos,2022/01/20,Lava louças
5821,instrumentos musicais,2022/01/20,Pandeiro
5822,utilidades domesticas,2022/01/20,Jogo de copos
5823,instrumentos musicais,2022/01/20,Pandeiro
5824,eletrodomesticos,2022/01/20,Lavadora de roupas
5825,moveis,2022/01/20,Poltrona
5826,brinquedos,2022/01/20,Cubo mágico 8x8
5827,moveis,2022/01/20,Guarda roupas
5828,livros,2022/01/20,Dashboards com Power BI
5829,utilidades domesticas,2022/01/20,Faqueiro
5830,utilidades domesticas,2022/01/20,Panela de pressão
5831,eletrodomesticos,2022/01/20,Fogão
5832,moveis,2023/01/20,Cama king
5833,esporte e lazer,2023/01/20,Corda de pular
5834,instrumentos musicais,2023/01/20,Pandeiro
5835,moveis,2023/01/20,Sofá retrátil
5836,livros,2023/01/20,Modelagem preditiva
5837,esporte e lazer,2023/01/20,Copo térmico
5838,gadgets,2020/02/20,Fone de ouvido
5839,brinquedos,2020/02/20,Blocos de montar
5840,livros,2020/02/20,Modelagem preditiva
5841,moveis,2020/02/20,Cama king
5842,gadgets,2020/02/20,Smartwatch
5843,moveis,2020/02/20,Cômoda
5844,moveis,2020/02/20,Mesa de jantar
5845,gadgets,2020/02/20,Assistente virtual
5846,brinquedos,2020/02/20,Cubo mágico 8x8
5847,livros,2021/02/20,Modelagem preditiva
5848,gadgets,2021/02/20,Celular Plus X42
5849,instrumentos musicais,2021/02/20,Bateria
5850,moveis,2021/02/20,Sofá retrátil
5851,livros,2021/02/20,Dashboards com Power BI
5852,moveis,2021/02/20,Cadeira de escritório
5853,gadgets,2021/02/20,Fone de ouvido
5854,moveis,2022/02/20,Cama king
5855,utilidades domesticas,2022/02/20,Jogo de copos
5856,gadgets,2022/02/20,Fone de ouvido
5857,gadgets,2022/02/20,Fone de ouvido
5858,moveis,2022/02/20,Mesa de centro
5859,utilidades domesticas,2023/02/20,Jogo de copos
5860,livros,2023/02/20,Iniciando em programação
5861,gadgets,2023/02/20,Fone de ouvido
5862,moveis,2023/02/20,Sofá retrátil
5863,moveis,2023/02/20,Sofá retrátil
5864,gadgets,2023/02/20,Headset
5865,utilidades domesticas,2023/02/20,Faqueiro
5866,instrumentos musicais,2023/02/20,Bateria
5867,moveis,2020/03/20,Sofá retrátil
5868,utilidades domesticas,2020/03/20,Faqueiro
5869,esporte e lazer,2020/03/20,Bicicleta
5870,utilidades domesticas,2020/03/20,Panela de pressão
5871,moveis,2020/03/20,Guarda roupas
5872,eletrodomesticos,2020/03/20,Lava louças
5873,esporte e lazer,2020/03/20,Copo térmico
5874,gadgets,2020/03/20,Headset
5875,esporte e lazer,2020/03/20,Corda de pular
5876,eletrodomesticos,2020/03/20,Secadora de roupas
5877,moveis,2020/03/20,Mesa de centro
5878,brinquedos,2020/03/20,Carrinho controle remoto
5879,gadgets,2020/03/20,Tablet ABXY
5880,eletrodomesticos,2020/03/20,Secadora de roupas
5881,esporte e lazer,2020/03/20,Bola de vôlei
5882,brinquedos,2020/03/20,Boneca bebê
5883,esporte e lazer,2021/03/20,Copo térmico
5884,esporte e lazer,2021/03/20,Bola de vôlei
